CalYear,FinYear,TypeOfIncident,PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode,PumpCount,PumpMinutesRounded,Notional Cost (£)
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013499,Cricklewood & Mapesbury,E09000005,BRENT,West Hampstead,NW2,1,60,352
2021,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011482,SHIRLEY NORTH,E09000008,CROYDON,Woodside,CR0,1,60,346
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011109,OLD KENT ROAD,E09000028,SOUTHWARK,Old Kent Road,SE15,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013745,PARSONS GREEN & SANDFORD,E09000013,HAMMERSMITH AND FULHAM,Fulham,SW6,1,61,394
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009327,Mile End,E09000030,TOWER HAMLETS,Poplar,E3,1,60,352
2011,2011/12,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05014097,Brixton Rush Common,E09000022,Lambeth,West Norwood,SW2,1,60,260
2019,2018/19,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013728,New Cross Gate,E09000023,LEWISHAM,New Cross,SE14,1,142,788
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011224,EAST WICKHAM,E09000004,BEXLEY,Plumstead,DA16,1,60,430
2018,2018/19,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013531,Northolt Mandeville,E09000009,EALING,Northolt,UB5,1,60,333
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013818,Longthornton,E09000024,MERTON,Norbury,SW16,1,60,339
2014,2013/14,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013765,Sutton Central,E09000029,Sutton,Sutton,SM1,1,60,290
2023,2023/24,Special Service,Other outdoor structures ,Outdoor Structure,1,Making Safe (not RTC),Making safe (not RTC) - Cordon off hole,E05013756,CARSHALTON CENTRAL,E09000029,SUTTON,Wallington,SM5,1,60,388
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05014056,BEAM,E09000002,BARKING AND DAGENHAM,Dagenham,RM10,1,60,364
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013560,STANMORE,E09000015,HARROW,Stanmore,HA7,2,68,440
2015,2015/16,Special Service,Human harm outdoors,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,E05013560,Stanmore,E09000015,Harrow,Stanmore,HA7,1,60,298
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014078,Eltham Park & Progress,E09000011,GREENWICH,Eltham,SE9,1,90,519
2024,2024/25,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013795,HARROW ROAD,E09000033,WESTMINSTER,North Kensington,W9,1,60,430
2014,2014/15,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011239,Clayhall,E09000026,Redbridge,Ilford,IG4,1,60,295
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Collapse ,E05011232,THAMESMEAD EAST,E09000004,BEXLEY,Plumstead,SE28,3,237,1533
2019,2019/20,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013794,Church Street,E09000033,WESTMINSTER,Paddington,NW8,1,60,339
2016,2015/16,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013910,East Ham South,E09000025,NEWHAM,East Ham,E6,1,60,298
2020,2020/21,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013586,Bounds Green,E09000014,HARINGEY,Hornsey,N22,1,111,640
2016,2016/17,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05011476,Purley & Woodcote,E09000008,CROYDON,Purley,CR8,1,60,326
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013666,King's Cross,E09000007,CAMDEN,Euston,WC1X,1,60,352
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011477,PURLEY OAKS & RIDDLESDOWN,E09000008,CROYDON,Croydon,CR2,1,60,352
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013803,Pimlico South,E09000033,WESTMINSTER,Chelsea,SW1V,1,71,417
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013800,Maida Vale,E09000033,WESTMINSTER,Paddington,W9,1,60,352
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011224,EAST WICKHAM,E09000004,BEXLEY,Plumstead,DA16,1,77,498
2021,2021/22,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013809,Westbourne,E09000033,WESTMINSTER,Paddington,W2,1,60,352
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013588,Crouch End,E09000014,HARINGEY,Hornsey,N8,1,60,364
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013774,Barnes,E09000027,RICHMOND UPON THAMES,Hammersmith,SW13,1,60,339
2020,2020/21,Special Service,Other road vehicle,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05013792,Abbey Road,E09000033,WESTMINSTER,Paddington,NW8,2,66,381
2011,2010/11,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05014116,Streatham Wells,E09000022,Lambeth,West Norwood,SW16,1,150,650
2017,2017/18,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014029,West Hill,E09000032,WANDSWORTH,Wandsworth,SW15,1,125,683
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013598,SEVEN SISTERS,E09000014,HARINGEY,Tottenham,N15,2,108,655
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,E05013685,LOWER EDMONTON,E09000010,ENFIELD,Edmonton,N9,2,305,1850
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013615,Hanworth Park,E09000018,HOUNSLOW,Feltham,TW13,1,60,346
2017,2017/18,Special Service,Train station - platform (below ground) ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05014100,Clapham East,E09000022,LAMBETH,Clapham,SW4,1,60,328
2021,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013668,Regent's Park,E09000007,CAMDEN,Euston,NW1,1,70,404
2022,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014020,SOUTH BALHAM,E09000032,WANDSWORTH,Tooting,SW17,1,60,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013704,HIGHBURY,E09000019,ISLINGTON,Stoke Newington,N5,2,62,376
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013532,NORTHOLT WEST END,E09000009,EALING,Northolt,UB5,1,61,370
2022,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009392,COLVILLE,E09000020,KENSINGTON AND CHELSEA,North Kensington,W11,1,60,364
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013732,TELEGRAPH HILL,E09000023,LEWISHAM,New Cross,SE14,1,60,364
2022,2022/23,Special Service,Retirement/Old Persons Home,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013969,ELM PARK,E09000016,HAVERING,Hornchurch,RM12,1,60,364
2022,2021/22,Special Service,Restaurant/cafe,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013577,Ruislip,E09000017,HILLINGDON,Ruislip,HA4,1,60,352
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009374,HACKNEY WICK,E09000012,HACKNEY,Homerton,E9,1,60,352
2020,2019/20,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013667,Primrose Hill,E09000007,CAMDEN,Kentish Town,NW3,2,60,339
2013,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013751,West Kensington,E09000013,Hammersmith and Fulham,Fulham,W14,1,60,260
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013997,FARNBOROUGH & CROFTON,E09000006,BROMLEY,Orpington,BR6,2,115,744
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05014067,PARSLOES,E09000002,BARKING AND DAGENHAM,Barking,RM9,2,151,976
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014001,ORPINGTON,E09000006,BROMLEY,Orpington,BR5,2,60,430
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013758,CHEAM,E09000029,SUTTON,Sutton,SM3,2,114,692
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013987,Beckenham Town & Copers Cope,E09000006,BROMLEY,Beckenham,BR3,1,60,352
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011231,SLADE GREEN & NORTHEND,E09000004,BEXLEY,Bexley,DA8,1,72,437
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013721,EVELYN,E09000023,LEWISHAM,Deptford,SE8,1,60,430
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013778,HAMPTON,E09000027,RICHMOND UPON THAMES,Twickenham,TW12,1,60,364
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013619,Heston West,E09000018,HOUNSLOW,Feltham,TW5,1,105,616
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011108,NUNHEAD & QUEEN'S ROAD,E09000028,SOUTHWARK,New Cross,SE15,1,60,352
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014077,ELTHAM PAGE,E09000011,GREENWICH,Eltham,SE9,1,72,466
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013823,RAYNES PARK,E09000024,MERTON,New Malden,SW20,1,60,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05009402,REDCLIFFE,E09000020,KENSINGTON AND CHELSEA,Chelsea,SW10,1,60,364
2010,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05011482,Shirley North,E09000008,Croydon,Woodside,CR0,1,157,680
2022,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Other Transport incident,Transport incident (not RTC) - Extrication of person/s,E05013756,CARSHALTON CENTRAL,E09000029,SUTTON,Wallington,SM5,1,62,376
2014,2014/15,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011218,Belvedere,E09000004,Bexley,Erith,DA17,2,60,295
2023,2023/24,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013570,HEATHROW VILLAGES,E09000017,HILLINGDON,Hayes,UB7,1,82,530
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05011105,NEWINGTON,E09000028,SOUTHWARK,Lambeth,SE17,2,60,388
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013526,LADY MARGARET,E09000009,EALING,Southall,UB1,1,60,364
2017,2017/18,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011108,Nunhead & Queen's Road,E09000028,SOUTHWARK,New Cross,SE15,1,60,328
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011098,CHAUCER,E09000028,SOUTHWARK,Dowgate,SE1,1,60,388
2020,2019/20,Special Service,Train station - platform (below ground) ,Non Residential,1,No action (not false alarm),Service not required,E05009327,Mile End,E09000030,TOWER HAMLETS,Bethnal Green,E3,1,60,339
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013648,WEST FINCHLEY,E09000003,BARNET,Finchley,N3,1,60,430
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013675,BULLSMOOR,E09000010,ENFIELD,Enfield,EN1,2,143,868
2019,2019/20,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,E05009325,Lansbury,E09000030,TOWER HAMLETS,Poplar,E14,1,68,384
2024,2024/25,Special Service,Single shop ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013808,WEST END,E09000033,WESTMINSTER,Soho,W1F,2,66,473
2011,2011/12,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Evacuation (no fire),Evacuation - Other reason ,E05013735,Brook Green,E09000013,Hammersmith and Fulham,Hammersmith,W14,2,143,620
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013945,TOLWORTH,E09000021,KINGSTON UPON THAMES,Surbiton,KT6,1,60,364
2018,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011112,Rotherhithe,E09000028,SOUTHWARK,Dockhead,SE16,1,104,569
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014077,ELTHAM PAGE,E09000011,GREENWICH,Eltham,SE9,1,60,430
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013588,Crouch End,E09000014,HARINGEY,Hornsey,N8,1,60,364
2022,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013527,NORTH ACTON,E09000009,EALING,Acton,W3,1,144,874
2023,2023/24,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011098,CHAUCER,E09000028,SOUTHWARK,Dowgate,SE1,1,60,388
2010,2010/11,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05009399,Notting Dale,E09000020,Kensington and Chelsea,North Kensington,W11,1,60,260
